AccountId,Pricebook2Id,OwnerId,ContractId,ActivatedById,CompanyAuthorizedById,CompanyAuthorizedDate,CreatedById,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Status,StatusCode,OrderNumber,EffectiveDate,EndDate,TotalAmount,Description,CurrencyIsoCode,ActivatedDate,Type,OrderReferenceNumber,OriginalOrderId,IsReductionOrder,CustomerAuthorizedById,CustomerAuthorizedDate,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Name,PoDate,PoNumber,BillToContactId,ShipToContactId,CreatedDate,LastModifiedDate,IsDeleted,OpportunityId__c,id
4,,165,1da06e46-c813-43e0-ba43-34f0c54498b1,91,251,2024-05-15,195,205,2024-02-03,2024-01-05,2024-04-29,Activated,Canceled,ORD-13226,2024-05-09,2024-05-09,,,JPY,2024-05-09,Standard,,,,,,,,宮崎県,,,,,,,,宮崎県,,,,,,,,,,,,,0,54,11
4,,64,0d3bbb2e-7240-466f-bbaf-6acfcfb9eb9d,70,55,2024-02-22,194,42,2024-07-19,2024-06-14,2024-05-03,Completed,Canceled,ORD-41318,2024-07-21,2024-07-21,,,JPY,2024-07-21,Standard,,,,,,,,宮崎県,,,,,,,,宮崎県,,,,,,,,,,,,,0,57,12
4,,13,a4605588-652c-494d-8073-31268d52dc06,256,202,2024-03-20,17,37,2024-01-23,2024-06-08,2024-05-23,Canceled,Completed,ORD-48143,2024-04-24,2024-04-24,,,JPY,2024-04-24,ReductionOrder,,,,,,,,宮崎県,,,,,,,,宮崎県,,,,,,,,,,,,,0,59,13
4,,94,98d9091f-545f-4a36-9c06-34d5677c84a6,27,123,2024-01-29,71,187,2024-01-01,2024-06-26,2024-01-04,Draft,Activated,ORD-42154,2024-05-18,2024-05-18,,,JPY,2024-05-18,Standard,,,,,,,,宮崎県,,,,,,,,宮崎県,,,,,,,,,,,,,0,61,14
4,,94,bbe66102-29ff-429f-a931-a5184196ab2b,228,96,2024-07-05,255,136,2024-04-03,2024-02-11,2024-06-28,Activated,Activated,ORD-03484,2024-03-22,2024-03-22,,,JPY,2024-03-22,Standard,,,,,,,,宮崎県,,,,,,,,宮崎県,,,,,,,,,,,,,0,62,15
5,,237,17539d82-bbdb-437a-8276-5ae72a8b7ad0,202,244,2024-01-10,32,9,2024-01-16,2024-03-13,2024-01-19,Canceled,Activated,ORD-76533,2024-04-15,2024-04-15,,,JPY,2024-04-15,ReductionOrder,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,65,16
5,,129,37e4521a-b1ec-4b65-afb0-ac9555dd8c7c,50,238,2024-07-12,43,45,2024-06-30,2024-04-20,2024-05-25,Completed,Draft,ORD-74553,2024-06-22,2024-06-22,,,JPY,2024-06-22,ReductionOrder,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,70,17
5,,167,ea4baa98-ac29-42d4-9d27-3071f0b021e2,50,203,2024-07-26,108,166,2024-04-09,2024-02-28,2024-07-07,Canceled,Completed,ORD-00751,2024-03-12,2024-03-12,,,JPY,2024-03-12,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,73,18
5,,56,1be94646-b33d-4acf-bd30-037c9ac23969,140,141,2024-03-05,220,160,2024-02-10,2024-03-17,2024-01-13,Completed,Canceled,ORD-89156,2024-06-22,2024-06-22,,,JPY,2024-06-22,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,76,19
5,,248,91694d04-70bd-494f-a29c-d85d8f4d5fcb,201,224,2024-04-01,244,235,2024-01-15,2024-04-24,2024-04-05,Activated,Canceled,ORD-99631,2024-02-08,2024-02-08,,,JPY,2024-02-08,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,78,20
5,,158,42d81c42-cd05-43e9-a9cd-e1e9fc58bb06,100,52,2024-05-12,196,48,2024-03-28,2024-01-12,2024-03-06,Canceled,Draft,ORD-89332,2024-04-18,2024-04-18,,,JPY,2024-04-18,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,81,21
5,,241,f812a6dc-5a99-4de1-9f16-f32bad769a3d,116,207,2024-03-20,64,57,2024-04-21,2024-01-28,2024-04-04,Activated,Canceled,ORD-08235,2024-04-21,2024-04-21,,,JPY,2024-04-21,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,82,22
5,,171,ba3e82de-a4f3-4d90-855d-1a437b4e3b9a,19,212,2024-01-26,18,44,2024-04-04,2024-01-08,2024-07-29,Draft,Canceled,ORD-26323,2024-04-20,2024-04-20,,,JPY,2024-04-20,Standard,,,,,,,,愛媛県,,,,,,,,愛媛県,,,,,,,,,,,,,0,86,23
6,,21,27072605-96ea-450c-a4c4-068218da38e6,171,61,2024-06-18,188,91,2024-05-17,2024-04-18,2024-07-07,Draft,Draft,ORD-24202,2024-02-17,2024-02-17,,,JPY,2024-02-17,Standard,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,90,24
6,,77,4620dd96-4c7b-43b8-99b9-19f75bbed7bd,249,17,2024-06-11,195,81,2024-05-13,2024-05-02,2024-04-27,Canceled,Activated,ORD-66454,2024-03-03,2024-03-03,,,JPY,2024-03-03,Standard,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,91,25
6,,163,1aebf2da-b509-4824-9853-a93a743b1b00,248,82,2024-04-06,122,56,2024-06-06,2024-04-21,2024-07-07,Canceled,Activated,ORD-33905,2024-07-15,2024-07-15,,,JPY,2024-07-15,ReductionOrder,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,92,26
6,,25,80e33140-c5de-4fe1-826f-10a94493bc90,105,232,2024-05-09,134,31,2024-07-21,2024-05-14,2024-05-06,Draft,Canceled,ORD-06718,2024-06-17,2024-06-17,,,JPY,2024-06-17,Standard,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,93,27
6,,62,023372ed-ab12-4785-b84c-a4da7d48b2de,240,228,2024-02-09,240,175,2024-06-20,2024-03-09,2024-04-24,Draft,Canceled,ORD-53536,2024-01-18,2024-01-18,,,JPY,2024-01-18,Standard,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,94,28
6,,162,44be5d09-e4b4-45ca-a9ae-bc6ca459bd5a,73,237,2024-04-08,178,113,2024-04-07,2024-05-03,2024-01-13,Activated,Canceled,ORD-28225,2024-06-12,2024-06-12,,,JPY,2024-06-12,ReductionOrder,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,95,29
6,,70,e50431cc-31f6-403b-9a3f-521971612fb0,232,247,2024-05-22,176,186,2024-03-30,2024-05-27,2024-01-12,Canceled,Activated,ORD-00433,2024-08-01,2024-08-01,,,JPY,2024-08-01,ReductionOrder,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,97,30
7,,41,e2af81bf-b67b-4d31-afc6-3f36327f63e3,18,35,2024-07-06,50,100,2024-03-18,2024-07-12,2024-04-08,Activated,Completed,ORD-56125,2024-03-25,2024-03-25,,,JPY,2024-03-25,ReductionOrder,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,100,31
8,,7,11b30241-5a45-452e-89b2-2ec8c92d4aac,18,35,2024-06-18,80,67,2024-01-11,2024-06-16,2024-07-13,Activated,Completed,ORD-91227,2024-02-20,2024-02-20,,,JPY,2024-02-20,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,110,32
8,,189,a31b27e9-6cde-4525-a1d3-36515ce9bd9a,107,43,2024-08-06,109,40,2024-03-20,2024-06-22,2024-04-18,Canceled,Canceled,ORD-68954,2024-03-10,2024-03-10,,,JPY,2024-03-10,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,112,33
8,,129,ca93b933-8434-46c5-84b4-2992b653e834,209,135,2024-02-02,149,50,2024-06-25,2024-05-17,2024-06-09,Activated,Activated,ORD-82633,2024-05-14,2024-05-14,,,JPY,2024-05-14,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,113,34
8,,183,d1e5a07e-4239-4f3e-b20a-ffd3351a0984,251,149,2024-06-20,76,213,2024-02-25,2024-02-25,2024-01-07,Canceled,Completed,ORD-10039,2024-01-18,2024-01-18,,,JPY,2024-01-18,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,114,35
8,,145,d3e6c935-1711-47b8-a141-61cf44a8e3df,27,160,2024-01-22,255,87,2024-07-31,2024-07-01,2024-02-28,Activated,Canceled,ORD-44701,2024-01-17,2024-01-17,,,JPY,2024-01-17,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,115,36
8,,248,e55c2903-cb2c-41ef-9058-a515e578847c,248,23,2024-01-29,113,37,2024-07-29,2024-01-27,2024-03-23,Canceled,Draft,ORD-09935,2024-02-17,2024-02-17,,,JPY,2024-02-17,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,117,37
8,,223,180dcca2-16a6-4693-831f-e23cadb9050c,130,183,2024-01-30,11,239,2024-03-11,2024-01-10,2024-03-03,Activated,Activated,ORD-17972,2024-05-22,2024-05-22,,,JPY,2024-05-22,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,118,38
8,,99,f5c5a3c8-ddf1-40b8-92f3-13600e8f3406,131,141,2024-02-01,125,144,2024-03-23,2024-01-01,2024-04-03,Activated,Canceled,ORD-40342,2024-05-09,2024-05-09,,,JPY,2024-05-09,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,119,39
8,,62,11a696e4-cee8-4040-8d71-ae836b58b53d,134,238,2024-05-30,118,13,2024-03-27,2024-03-23,2024-04-25,Completed,Activated,ORD-43943,2024-07-05,2024-07-05,,,JPY,2024-07-05,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,123,40
8,,121,114ae89e-1fba-40ab-abb1-0594720c4e2a,145,192,2024-03-07,54,127,2024-01-04,2024-04-02,2024-03-27,Draft,Completed,ORD-41283,2024-03-17,2024-03-17,,,JPY,2024-03-17,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,124,41
8,,204,5cf8bb6d-2bde-49b6-8284-8af34a9eea91,70,230,2024-01-27,121,58,2024-07-18,2024-03-29,2024-03-18,Activated,Completed,ORD-62435,2024-03-22,2024-03-22,,,JPY,2024-03-22,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,127,42
9,,82,6b56d4d2-b94d-460d-b296-3acc012d6ddd,113,252,2024-01-31,225,256,2024-05-30,2024-04-15,2024-03-23,Completed,Completed,ORD-66433,2024-04-11,2024-04-11,,,JPY,2024-04-11,Standard,,,,,,,,静岡県,,,,,,,,静岡県,,,,,,,,,,,,,0,131,43
9,,97,b45f6a0d-6671-4cc0-b918-15b718d49fad,19,231,2024-03-28,170,19,2024-02-02,2024-03-11,2024-04-07,Canceled,Canceled,ORD-23871,2024-02-24,2024-02-24,,,JPY,2024-02-24,ReductionOrder,,,,,,,,静岡県,,,,,,,,静岡県,,,,,,,,,,,,,0,141,44
9,,215,56fc8f5e-da5f-4e54-bb09-763d693bab24,73,122,2024-06-25,15,112,2024-05-10,2024-03-30,2024-05-16,Activated,Draft,ORD-66495,2024-08-03,2024-08-03,,,JPY,2024-08-03,ReductionOrder,,,,,,,,静岡県,,,,,,,,静岡県,,,,,,,,,,,,,0,144,45
10,,219,d1572b53-2509-4256-b5e2-e069834b7dfe,236,137,2024-07-21,166,13,2024-02-06,2024-06-09,2024-04-08,Draft,Completed,ORD-40688,2024-01-05,2024-01-05,,,JPY,2024-01-05,ReductionOrder,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,149,46
10,,199,8db9a600-02b5-41dc-a199-fbfd76286b33,223,250,2024-07-08,30,156,2024-01-15,2024-07-12,2024-06-23,Canceled,Draft,ORD-91870,2024-04-08,2024-04-08,,,JPY,2024-04-08,Standard,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,150,47
10,,133,b7a2f6d2-a4f6-4e3e-a280-d5a4ee304420,93,148,2024-02-22,180,148,2024-02-10,2024-05-08,2024-03-03,Draft,Completed,ORD-07256,2024-07-30,2024-07-30,,,JPY,2024-07-30,ReductionOrder,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,152,48
10,,183,7a8c838a-f6db-4f58-9449-89d47913b36d,206,111,2024-02-04,112,111,2024-05-11,2024-04-14,2024-02-10,Activated,Canceled,ORD-09246,2024-01-01,2024-01-01,,,JPY,2024-01-01,ReductionOrder,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,155,49
10,,33,d760473a-5719-41cf-8536-def565d781b4,192,252,2024-07-21,163,163,2024-03-14,2024-06-28,2024-02-22,Activated,Canceled,ORD-99185,2024-04-27,2024-04-27,,,JPY,2024-04-27,Standard,,,,,,,,長野県,,,,,,,,長野県,,,,,,,,,,,,,0,158,50
11,,23,3c8eb407-657e-4a49-a439-4abc5d19afcd,259,43,2024-06-25,38,30,2024-01-18,2024-06-04,2024-06-05,Canceled,Draft,ORD-58592,2024-04-30,2024-04-30,,,JPY,2024-04-30,Standard,,,,,,,,奈良県,,,,,,,,奈良県,,,,,,,,,,,,,0,160,51
11,,138,fc85580b-6cb6-441c-a92b-159e24a8cb58,82,87,2024-02-06,219,179,2024-04-19,2024-05-16,2024-01-02,Canceled,Activated,ORD-15624,2024-03-29,2024-03-29,,,JPY,2024-03-29,ReductionOrder,,,,,,,,奈良県,,,,,,,,奈良県,,,,,,,,,,,,,0,162,52
11,,212,27aada13-52c7-447a-909e-3cb6dfccbba8,230,85,2024-06-16,62,23,2024-04-26,2024-06-07,2024-06-14,Draft,Draft,ORD-14384,2024-03-07,2024-03-07,,,JPY,2024-03-07,ReductionOrder,,,,,,,,奈良県,,,,,,,,奈良県,,,,,,,,,,,,,0,163,53
11,,121,c4e20330-21bc-4a3c-b9d4-251ec519129a,232,240,2024-03-31,149,67,2024-03-16,2024-06-01,2024-04-01,Activated,Canceled,ORD-76240,2024-05-30,2024-05-30,,,JPY,2024-05-30,ReductionOrder,,,,,,,,奈良県,,,,,,,,奈良県,,,,,,,,,,,,,0,164,54
11,,142,3b20ac13-67bd-40a2-abe4-19384849b454,70,10,2024-02-25,102,67,2024-08-03,2024-04-23,2024-05-11,Activated,Activated,ORD-11111,2024-01-18,2024-01-18,,,JPY,2024-01-18,Standard,,,,,,,,奈良県,,,,,,,,奈良県,,,,,,,,,,,,,0,165,55
12,,202,43b3afc8-51b1-4826-a8c7-bceaa31eafb6,59,220,2024-05-10,1,98,2024-05-29,2024-05-28,2024-06-23,Completed,Completed,ORD-76003,2024-03-17,2024-03-17,,,JPY,2024-03-17,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,168,56
12,,96,df2886d2-707f-49f4-a4b5-a88adf02714f,83,72,2024-01-23,190,35,2024-01-30,2024-01-24,2024-05-01,Draft,Activated,ORD-47178,2024-01-05,2024-01-05,,,JPY,2024-01-05,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,172,57
12,,237,705cfe89-c5dc-439b-9532-aaf74a6df4a2,119,216,2024-01-07,11,159,2024-07-20,2024-01-27,2024-06-05,Completed,Activated,ORD-07519,2024-05-04,2024-05-04,,,JPY,2024-05-04,ReductionOrder,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,173,58
12,,245,fa6a2c6c-8fbf-4d5c-a1de-d23db1fdda79,75,160,2024-01-28,17,4,2024-07-17,2024-04-04,2024-05-16,Canceled,Canceled,ORD-85751,2024-01-01,2024-01-01,,,JPY,2024-01-01,ReductionOrder,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,174,59
12,,143,70184618-6fde-4a5e-935c-e2d058706019,49,141,2024-06-11,141,143,2024-07-08,2024-02-06,2024-06-19,Canceled,Activated,ORD-18823,2024-07-06,2024-07-06,,,JPY,2024-07-06,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,176,60
12,,5,8ef3519c-6951-403c-bf3f-0d0e96ddb976,134,3,2024-01-17,147,87,2024-02-01,2024-01-19,2024-01-17,Activated,Activated,ORD-18086,2024-03-25,2024-03-25,,,JPY,2024-03-25,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,185,61
12,,133,0533aa8e-647d-46ea-9b78-cdb7c34e099a,34,33,2024-01-27,135,247,2024-02-14,2024-05-04,2024-04-16,Draft,Canceled,ORD-39097,2024-04-10,2024-04-10,,,JPY,2024-04-10,ReductionOrder,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,186,62
12,,183,c0a6a4f0-1a1a-4369-b6dd-7dd03e1fb94a,6,115,2024-03-07,127,4,2024-01-05,2024-07-02,2024-06-27,Canceled,Activated,ORD-77958,2024-06-09,2024-06-09,,,JPY,2024-06-09,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,187,63
12,,200,84a66124-f1b6-4782-9b71-6d602cf9501c,143,24,2024-02-21,29,181,2024-03-02,2024-01-12,2024-06-07,Completed,Completed,ORD-06486,2024-01-01,2024-01-01,,,JPY,2024-01-01,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,191,64
12,,256,e9ffbe3a-ce8e-4e8a-87ae-fb476c71077d,259,2,2024-01-28,257,169,2024-04-20,2024-03-28,2024-04-22,Completed,Activated,ORD-54313,2024-01-25,2024-01-25,,,JPY,2024-01-25,Standard,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,200,65
13,,97,c7ce6d7e-b92c-42ef-8f3e-eef70f8c2eab,144,215,2024-05-28,227,90,2024-05-24,2024-07-24,2024-04-17,Completed,Canceled,ORD-16901,2024-03-31,2024-03-31,,,JPY,2024-03-31,ReductionOrder,,,,,,,,福井県,,,,,,,,福井県,,,,,,,,,,,,,0,202,66
13,,5,4110b62f-9d7f-4645-86cc-77ef4857a816,209,120,2024-04-07,83,175,2024-07-06,2024-06-18,2024-04-19,Canceled,Canceled,ORD-22483,2024-04-16,2024-04-16,,,JPY,2024-04-16,Standard,,,,,,,,福井県,,,,,,,,福井県,,,,,,,,,,,,,0,203,67
13,,246,1b38b6f6-7f00-4976-9498-f5ecfc3df983,251,144,2024-01-12,191,102,2024-02-19,2024-02-14,2024-02-07,Activated,Draft,ORD-56961,2024-07-07,2024-07-07,,,JPY,2024-07-07,Standard,,,,,,,,福井県,,,,,,,,福井県,,,,,,,,,,,,,0,206,68
13,,185,4b606452-9a3d-44d4-b3e0-97adaa4b353c,83,139,2024-05-10,99,216,2024-01-09,2024-07-12,2024-06-06,Completed,Canceled,ORD-04671,2024-07-22,2024-07-22,,,JPY,2024-07-22,ReductionOrder,,,,,,,,福井県,,,,,,,,福井県,,,,,,,,,,,,,0,208,69
13,,172,0c317475-bd22-41e0-a4c2-e9884c63cb87,38,190,2024-07-14,11,191,2024-03-18,2024-01-15,2024-01-18,Draft,Activated,ORD-13489,2024-06-20,2024-06-20,,,JPY,2024-06-20,ReductionOrder,,,,,,,,福井県,,,,,,,,福井県,,,,,,,,,,,,,0,209,70
14,,174,411ad20d-2e46-4dbf-8d6d-cbc21487d0cd,205,101,2024-04-28,185,190,2024-01-07,2024-02-03,2024-06-09,Activated,Activated,ORD-33010,2024-07-12,2024-07-12,,,JPY,2024-07-12,Standard,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,216,71
14,,77,e90b4bd6-9aa2-4b77-a3f3-13618dfbcf58,96,156,2024-06-27,130,120,2024-04-09,2024-04-04,2024-06-27,Completed,Canceled,ORD-85632,2024-03-27,2024-03-27,,,JPY,2024-03-27,ReductionOrder,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,218,72
14,,192,8d772b3e-5c87-49a8-a88a-4d755e0822ce,32,102,2024-04-22,32,35,2024-02-20,2024-06-06,2024-03-29,Canceled,Activated,ORD-37964,2024-07-31,2024-07-31,,,JPY,2024-07-31,Standard,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,220,73
14,,107,fa6347df-91e9-4fad-8ab8-db029cc7cf3f,194,10,2024-04-17,196,91,2024-07-26,2024-04-13,2024-01-12,Activated,Draft,ORD-58585,2024-01-28,2024-01-28,,,JPY,2024-01-28,Standard,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,221,74
14,,211,15ede7aa-d0a2-4ea1-88a7-aa1e80b0d5a2,148,103,2024-01-04,55,232,2024-02-01,2024-03-28,2024-06-20,Canceled,Draft,ORD-51715,2024-01-24,2024-01-24,,,JPY,2024-01-24,ReductionOrder,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,222,75
14,,143,01204149-fdd9-4308-a369-bfd4fbfac736,133,255,2024-04-29,180,147,2024-03-08,2024-05-05,2024-01-28,Completed,Canceled,ORD-15794,2024-07-15,2024-07-15,,,JPY,2024-07-15,ReductionOrder,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,224,76
14,,50,34277f57-d4d6-4a31-bf50-474fd3843fab,250,248,2024-01-17,30,193,2024-07-17,2024-02-20,2024-03-20,Completed,Activated,ORD-15453,2024-05-26,2024-05-26,,,JPY,2024-05-26,ReductionOrder,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,225,77
15,,26,ddb88ee2-4e9b-449f-a8c5-acd373b0d5ad,12,217,2024-06-16,59,52,2024-08-03,2024-06-09,2024-07-29,Activated,Canceled,ORD-99810,2024-05-14,2024-05-14,,,JPY,2024-05-14,ReductionOrder,,,,,,,,大阪府,,,,,,,,大阪府,,,,,,,,,,,,,0,229,78
15,,223,9e33b50a-a197-4d7c-94e3-38490b026734,249,232,2024-05-27,51,218,2024-03-31,2024-05-27,2024-03-01,Canceled,Activated,ORD-15129,2024-01-08,2024-01-08,,,JPY,2024-01-08,ReductionOrder,,,,,,,,大阪府,,,,,,,,大阪府,,,,,,,,,,,,,0,230,79
16,,90,c7bb2e30-76f9-49c4-bed7-153ebce1f783,50,235,2024-04-09,189,21,2024-03-27,2024-06-08,2024-05-23,Completed,Activated,ORD-23104,2024-05-16,2024-05-16,,,JPY,2024-05-16,Standard,,,,,,,,岐阜県,,,,,,,,岐阜県,,,,,,,,,,,,,0,242,80
16,,101,03cb6598-aec7-48e9-8397-c619b3aac91b,155,182,2024-05-18,119,7,2024-04-06,2024-07-06,2024-01-16,Draft,Completed,ORD-31015,2024-03-07,2024-03-07,,,JPY,2024-03-07,ReductionOrder,,,,,,,,岐阜県,,,,,,,,岐阜県,,,,,,,,,,,,,0,243,81
16,,255,b2e8ac8b-8f61-4377-8efd-7282a72b1df4,19,189,2024-02-18,61,88,2024-02-26,2024-02-08,2024-05-22,Activated,Activated,ORD-36833,2024-05-09,2024-05-09,,,JPY,2024-05-09,ReductionOrder,,,,,,,,岐阜県,,,,,,,,岐阜県,,,,,,,,,,,,,0,249,82
