IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,id
0,,藤井情報合同会社,Customer,,,,千葉県,,Japan,,,千葉県,,Japan,080-7670-1555,090-9389-6531,10684,https://ikeda.com/,6606,Technology,28721817,3114,,Oiv,,Cold,,164,2024-04-04,223,2024-05-10,210,2024-01-27,,,,,,NotMatched,Web,663280221,,6353,電話,2022,,,17
0,,田中農林有限会社,Partner,,,,三重県,,Japan,,,三重県,,Japan,16-1926-1560,070-7826-0768,72837,https://suzuki.com/,4280,Finance,29098339,882,,IIv,,Hot,,214,2024-02-11,102,2024-08-05,63,2024-06-04,,,,,,NotMatched,Direct,223931267,,8197,電池,2018,,,18
0,,株式会社石川建設,Partner,,,,埼玉県,,Japan,,,埼玉県,,Japan,78-5765-8086,090-9249-7326,44569,https://sakamoto.jp/,5356,Finance,26454958,1326,,SFr,,Cold,,249,2024-04-30,122,2024-06-05,92,2024-08-02,,,,,,Matched,Partner,877189127,,2210,尊敬する,1931,,,19
0,,株式会社坂本食品,Partner,,,,鹿児島県,,Japan,,,鹿児島県,,Japan,080-1171-6605,080-6713-8900,79547,http://aoki.jp/,4342,Technology,38225600,61,,erE,,Warm,,50,2024-06-22,168,2024-04-26,104,2024-03-09,,,,,,Matched,Referral,646383150,,5096,拡張,1946,,,20
0,,合同会社村上農林,Partner,,,,島根県,,Japan,,,島根県,,Japan,090-0010-5582,090-8916-4704,46866,https://www.hasegawa.com/,5242,Retail,10962041,1603,,Esk,,Warm,,213,2024-06-22,61,2024-03-16,150,2024-02-22,,,,,,Matched,Direct,666052173,,3642,近代化する,1980,,,21
0,,合同会社加藤情報,Partner,,,,山梨県,,Japan,,,山梨県,,Japan,070-5697-9954,26-6520-7040,71833,http://www.yamaguchi.com/,9552,Technology,16552227,175,,ubB,,Cold,,159,2024-01-26,69,2024-05-04,138,2024-02-17,,,,,,Pending,Referral,960147663,,6621,探査,1902,,,22
0,,株式会社清水ガス,Partner,,,,滋賀県,,Japan,,,滋賀県,,Japan,080-0602-3796,27-7713-1859,46715,https://www.murakami.jp/,5364,Healthcare,28677609,2192,,vGr,,Warm,,107,2024-03-19,214,2024-03-19,183,2024-07-13,,,,,,Pending,Web,934659863,,6244,隠す,1959,,,23
0,,合同会社吉田鉱業,Customer,,,,岩手県,,Japan,,,岩手県,,Japan,070-8061-0026,070-2643-3421,48445,http://www.murakami.jp/,7733,Finance,6937982,2278,,jJZ,,Cold,,110,2024-07-20,132,2024-01-26,154,2024-02-10,,,,,,Pending,Referral,224276556,,8511,トースト,1921,,,24
0,,石井運輸有限会社,Customer,,,,京都府,,Japan,,,京都府,,Japan,090-2437-2842,090-5295-9778,25625,https://www.ishikawa.com/,5701,Retail,48858137,305,,VXA,,Hot,,58,2024-07-13,41,2024-05-05,219,2024-04-11,,,,,,Matched,Direct,970378802,,7590,コピー,1990,,,25
0,,後藤情報株式会社,Customer,,,,東京都,,Japan,,,東京都,,Japan,070-0173-2704,070-4586-3296,74516,https://www.watanabe.com/,7044,Finance,2031443,990,,RBs,,Warm,,191,2024-06-06,141,2024-01-24,250,2024-06-18,,,,,,NotMatched,Partner,676797481,,3282,移動,1958,,,26
0,,株式会社橋本情報,Customer,,,,京都府,,Japan,,,京都府,,Japan,090-9584-8713,090-6311-9370,20854,http://www.ishii.com/,8563,Finance,26523270,3898,,aOy,,Hot,,148,2024-04-14,35,2024-07-18,226,2024-03-06,,,,,,Matched,Web,441516989,,9223,協力,1941,,,27
0,,有限会社橋本電気,Customer,,,,宮崎県,,Japan,,,宮崎県,,Japan,080-8003-0470,070-6448-6822,48557,http://sakamoto.com/,2314,Retail,12119066,1300,,hnM,,Hot,,92,2024-06-11,181,2024-02-19,28,2024-06-02,,,,,,Pending,Direct,692578371,,1143,リフト,1948,,,28
0,,株式会社福田運輸,Customer,,,,青森県,,Japan,,,青森県,,Japan,070-5074-7855,090-0046-7152,23538,http://www.yamamoto.jp/,6210,Healthcare,39612994,4686,,VLM,,Cold,,112,2024-06-26,143,2024-05-29,101,2024-06-24,,,,,,Pending,Direct,256405979,,6772,保証金,1970,,,29
0,,合同会社中村情報,Partner,,,,神奈川県,,Japan,,,神奈川県,,Japan,070-2097-8240,90-9795-5912,58092,https://abe.jp/,4060,Healthcare,7409748,954,,TtS,,Cold,,87,2024-01-11,40,2024-01-23,157,2024-03-09,,,,,,Matched,Referral,483822383,,3043,仕上げ,2023,,,30
0,,石川銀行合同会社,Partner,,,,高知県,,Japan,,,高知県,,Japan,080-0358-7858,080-7709-5890,47707,http://www.sato.org/,1804,Finance,23510358,1668,,CDx,,Cold,,153,2024-04-02,199,2024-07-17,126,2024-06-03,,,,,,NotMatched,Partner,910963581,,6377,雪,1933,,,31
0,,中村情報有限会社,Partner,,,,岐阜県,,Japan,,,岐阜県,,Japan,090-1032-4298,61-1677-4158,24572,https://www.ishikawa.org/,1799,Technology,41347928,4028,,EfT,,Hot,,147,2024-02-02,190,2024-04-29,140,2024-04-09,,,,,,Matched,Web,436569499,,5752,風景,2010,,,32
0,,合同会社佐藤農林,Partner,,,,山口県,,Japan,,,山口県,,Japan,98-2476-5288,080-3059-4015,54396,https://www.fujiwara.jp/,6292,Finance,15534170,2639,,jeU,,Cold,,99,2024-08-06,25,2024-02-01,166,2024-03-12,,,,,,Matched,Referral,940327543,,5252,メニュー,1968,,,33
0,,合同会社山本農林,Partner,,,,愛知県,,Japan,,,愛知県,,Japan,46-6707-6029,070-4898-8047,54054,http://mori.org/,2789,Technology,2799784,4691,,XQz,,Warm,,45,2024-01-06,124,2024-04-12,238,2024-01-19,,,,,,NotMatched,Web,360266744,,3121,溝,2000,,,34
0,,山口銀行合同会社,Partner,,,,秋田県,,Japan,,,秋田県,,Japan,090-4839-2984,080-7721-5584,52412,http://yamaguchi.jp/,7710,Retail,43458539,1284,,aVX,,Cold,,204,2024-03-21,206,2024-01-23,169,2024-03-17,,,,,,Pending,Partner,174938678,,6038,通行料金,1918,,,35
0,,吉田運輸有限会社,Partner,,,,鳥取県,,Japan,,,鳥取県,,Japan,090-4573-0123,82-3494-6777,64934,https://ito.com/,3621,Retail,39132031,3995,,MxE,,Warm,,37,2024-06-17,39,2024-02-19,144,2024-05-08,,,,,,NotMatched,Referral,697911754,,3071,トーン,1921,,,36
0,,吉田情報株式会社,Partner,,,,長崎県,,Japan,,,長崎県,,Japan,07-5302-1427,090-2601-9422,20152,https://www.matsumoto.org/,3859,Finance,31413352,980,,eJe,,Warm,,216,2024-04-20,181,2024-07-25,114,2024-03-21,,,,,,Matched,Direct,795744284,,3484,状況,1918,,,37
0,,株式会社斎藤水産,Partner,,,,埼玉県,,Japan,,,埼玉県,,Japan,090-1845-1817,080-9493-6309,50753,https://www.nakagawa.net/,1193,Finance,5332713,2213,,HnK,,Warm,,198,2024-05-13,100,2024-01-10,71,2024-01-12,,,,,,NotMatched,Web,848453969,,3948,索引,1984,,,38
0,,有限会社森ガス,Partner,,,,茨城県,,Japan,,,茨城県,,Japan,080-5776-5153,96-1395-2595,20544,https://www.aoki.jp/,3308,Technology,22565461,4474,,Gly,,Hot,,226,2024-07-18,172,2024-04-18,128,2024-07-14,,,,,,Pending,Referral,785985437,,4084,自体,2009,,,39
0,,有限会社小川運輸,Customer,,,,茨城県,,Japan,,,茨城県,,Japan,070-7663-3989,080-1999-3838,58830,https://www.maeda.net/,9231,Technology,20426057,744,,Gcn,,Hot,,234,2024-04-29,244,2024-04-13,11,2024-06-25,,,,,,NotMatched,Direct,481652804,,7686,画面,1922,,,40
0,,橋本銀行株式会社,Partner,,,,宮城県,,Japan,,,宮城県,,Japan,080-2488-9367,070-8021-5988,82393,https://www.watanabe.net/,6380,Retail,30514795,4565,,vaV,,Warm,,224,2024-02-08,255,2024-07-14,200,2024-05-05,,,,,,Matched,Referral,315166009,,4142,教授,1981,,,41
0,,伊藤運輸有限会社,Partner,,,,島根県,,Japan,,,島根県,,Japan,090-8577-2099,080-4450-0486,74508,https://www.aoki.org/,9472,Healthcare,31749586,475,,LBY,,Hot,,176,2024-04-08,193,2024-03-08,84,2024-01-21,,,,,,Matched,Web,244978742,,1639,不自然な,1954,,,42
0,,株式会社山田運輸,Customer,,,,宮崎県,,Japan,,,宮崎県,,Japan,66-4889-5900,090-1656-2488,82383,http://www.kobayashi.com/,1176,Retail,12880716,1426,,ZMF,,Cold,,50,2024-07-10,163,2024-01-01,99,2024-03-08,,,,,,Matched,Referral,884847519,,3379,チーズ,1980,,,43
0,,株式会社鈴木鉱業,Partner,,,,福島県,,Japan,,,福島県,,Japan,17-9701-2018,090-7312-5396,78604,http://yamashita.jp/,8135,Retail,6900115,579,,JjF,,Hot,,80,2024-05-09,210,2024-03-27,97,2024-02-03,,,,,,Pending,Web,205869465,,4749,マリン,1934,,,44
0,,有限会社近藤保険,Partner,,,,大分県,,Japan,,,大分県,,Japan,070-7141-1774,91-2354-7842,68789,https://www.yamashita.com/,6796,Retail,40103116,958,,hjt,,Cold,,120,2024-01-03,258,2024-01-30,241,2024-04-26,,,,,,Pending,Partner,948690272,,6304,あなた自身,2004,,,45
0,,有限会社鈴木通信,Partner,,,,沖縄県,,Japan,,,沖縄県,,Japan,19-0390-5922,070-4995-2948,54997,https://yoshida.jp/,9005,Technology,22009124,549,,iZs,,Cold,,188,2024-07-26,71,2024-05-26,103,2024-05-17,,,,,,Matched,Web,159049212,,4506,脊椎,2022,,,46
0,,松田電気合同会社,Partner,,,,東京都,,Japan,,,東京都,,Japan,070-0676-3550,080-1606-1797,13231,http://www.watanabe.jp/,4211,Technology,15095389,3523,,WnU,,Cold,,175,2024-03-18,180,2024-01-01,205,2024-05-03,,,,,,NotMatched,Web,815683165,,5449,デッド,1954,,,47
0,,株式会社清水印刷,Partner,,,,奈良県,,Japan,,,奈良県,,Japan,070-1184-6074,090-7993-1446,68620,https://www.yamamoto.org/,4418,Retail,20708296,1579,,vHL,,Warm,,60,2024-04-24,174,2024-06-12,46,2024-05-30,,,,,,Pending,Partner,314948563,,3683,特徴,1909,,,48
0,,斎藤農林株式会社,Customer,,,,長崎県,,Japan,,,長崎県,,Japan,84-1420-8924,090-7332-6371,56641,https://www.takahashi.org/,1698,Technology,46318298,4448,,EUE,,Warm,,36,2024-02-06,85,2024-05-04,227,2024-07-31,,,,,,NotMatched,Web,840902850,,5655,敵対的な,1992,,,49
0,,斉藤鉱業有限会社,Customer,,,,群馬県,,Japan,,,群馬県,,Japan,090-2771-9592,070-6312-5812,57046,https://yamada.com/,3701,Finance,41033839,1604,,Xkq,,Hot,,124,2024-02-09,121,2024-03-02,124,2024-01-23,,,,,,NotMatched,Web,586307275,,1739,数字,1907,,,50
0,,佐々木ガス合同会社,Customer,,,,高知県,,Japan,,,高知県,,Japan,67-4324-1760,48-7394-7424,21298,http://shimizu.jp/,8542,Technology,49021346,1430,,dmn,,Warm,,143,2024-06-07,136,2024-05-24,219,2024-07-25,,,,,,Matched,Web,134524993,,3403,クール,1973,,,51
0,,田中食品有限会社,Partner,,,,滋賀県,,Japan,,,滋賀県,,Japan,52-5775-1084,070-9132-2388,33282,https://www.yamashita.com/,5703,Healthcare,9435290,1618,,ylz,,Cold,,16,2024-07-06,19,2024-02-18,6,2024-04-23,,,,,,Pending,Direct,855168055,,2749,〜,1917,,,52
0,,山崎保険合同会社,Customer,,,,奈良県,,Japan,,,奈良県,,Japan,090-7962-9736,070-4834-1084,82076,https://hayashi.com/,1518,Technology,33295516,2242,,hTm,,Cold,,18,2024-06-16,24,2024-06-30,255,2024-06-05,,,,,,Matched,Partner,903633973,,5294,コーラス,1971,,,53
0,,吉田印刷合同会社,Partner,,,,茨城県,,Japan,,,茨城県,,Japan,01-9663-6192,080-5109-3415,39949,http://suzuki.jp/,6870,Technology,24047549,1520,,yoO,,Hot,,12,2024-06-03,211,2024-03-12,19,2024-07-17,,,,,,NotMatched,Partner,497375978,,1413,アクセルペダル,1902,,,54
0,,株式会社藤原印刷,Partner,,,,長崎県,,Japan,,,長崎県,,Japan,18-9785-5415,090-8157-0193,94646,https://kobayashi.com/,6332,Healthcare,48768692,792,,vLp,,Cold,,129,2024-03-01,142,2024-06-03,17,2024-04-29,,,,,,NotMatched,Direct,978744915,,2660,ブレーキ,2022,,,55
0,,橋本通信有限会社,Customer,,,,三重県,,Japan,,,三重県,,Japan,070-3724-7375,45-7452-8739,82016,http://www.hasegawa.jp/,6377,Healthcare,15011859,1326,,xKh,,Cold,,113,2024-01-16,70,2024-04-21,233,2024-04-14,,,,,,Matched,Partner,806147345,,2482,省略,1960,,,56
0,,山崎電気有限会社,Customer,,,,北海道,,Japan,,,北海道,,Japan,37-2024-7918,070-3180-4354,86175,https://www.sasaki.jp/,8625,Healthcare,26957577,2097,,CEr,,Hot,,34,2024-01-20,14,2024-05-27,124,2024-06-02,,,,,,NotMatched,Referral,623063852,,1386,見落とす,2019,,,57
0,,株式会社中村農林,Partner,,,,滋賀県,,Japan,,,滋賀県,,Japan,090-8872-7356,090-1926-9851,27964,https://www.sasaki.com/,5243,Healthcare,14152713,1346,,dNb,,Hot,,59,2024-03-30,67,2024-05-30,58,2024-07-07,,,,,,Pending,Direct,166358207,,8433,叔父,1974,,,58
0,,小林建設株式会社,Customer,,,,岩手県,,Japan,,,岩手県,,Japan,090-5709-3682,080-1981-0387,90010,https://www.tanaka.com/,8749,Retail,13728015,1664,,dAg,,Warm,,241,2024-06-14,115,2024-02-04,77,2024-01-12,,,,,,NotMatched,Partner,191883480,,8886,リニア,1921,,,59
0,,有限会社鈴木通信,Partner,,,,山口県,,Japan,,,山口県,,Japan,62-2479-5817,080-3909-0190,71531,https://okada.com/,9990,Retail,44030672,2695,,DKp,,Warm,,219,2024-05-06,58,2024-07-05,115,2024-05-03,,,,,,Matched,Referral,856245809,,1145,リンク,1960,,,60
0,,森鉱業合同会社,Partner,,,,徳島県,,Japan,,,徳島県,,Japan,89-9252-0861,080-3162-9108,35816,https://www.miura.org/,8879,Healthcare,11933127,365,,HfO,,Cold,,232,2024-06-21,100,2024-01-31,63,2024-04-29,,,,,,NotMatched,Partner,453428367,,7191,バーゲン,1990,,,61
0,,有限会社森建設,Customer,,,,福岡県,,Japan,,,福岡県,,Japan,070-3668-8040,55-6449-9885,71911,http://ito.com/,6704,Healthcare,11671025,1873,,NeL,,Cold,,217,2024-04-25,38,2024-07-20,38,2024-06-05,,,,,,Matched,Partner,956134356,,6653,バス,1964,,,62
0,,有限会社佐々木運輸,Customer,,,,長野県,,Japan,,,長野県,,Japan,090-6139-0552,83-2292-7717,39257,https://www.fujiwara.com/,4646,Finance,5517046,4176,,Ipq,,Warm,,19,2024-02-24,156,2024-07-22,140,2024-02-28,,,,,,Pending,Web,358176826,,7453,ログ,1924,,,63
0,,森鉱業有限会社,Partner,,,,長野県,,Japan,,,長野県,,Japan,090-3841-8414,070-1066-0233,59885,http://www.yamamoto.com/,9512,Finance,49728372,4357,,bgn,,Warm,,24,2024-07-13,29,2024-03-05,217,2024-05-06,,,,,,Pending,Referral,969878954,,2343,コミュニティ,1932,,,64
0,,合同会社長谷川情報,Partner,,,,東京都,,Japan,,,東京都,,Japan,63-2669-1952,99-0874-6313,36181,https://yamamoto.jp/,5651,Retail,45252337,1941,,ouj,,Cold,,158,2024-05-18,256,2024-06-19,102,2024-05-16,,,,,,Pending,Web,938228900,,7305,人形,1911,,,65
0,,中島運輸有限会社,Customer,,,,兵庫県,,Japan,,,兵庫県,,Japan,070-5423-8202,090-7374-0852,39077,http://www.nakamura.jp/,3498,Retail,17452694,1358,,rTf,,Warm,,4,2024-05-13,54,2024-07-10,123,2024-03-21,,,,,,NotMatched,Partner,103834329,,2446,君は,2020,,,66
0,,藤原水産合同会社,Partner,,,,熊本県,,Japan,,,熊本県,,Japan,090-3549-4432,46-3339-4116,86323,https://www.matsuda.jp/,7175,Finance,34205656,2803,,qAA,,Hot,,189,2024-06-16,69,2024-02-23,113,2024-05-01,,,,,,Matched,Referral,936924311,,5890,高い,1949,,,67
0,,加藤建設株式会社,Customer,,,,奈良県,,Japan,,,奈良県,,Japan,090-7981-0810,42-8359-9376,87849,http://abe.org/,5943,Retail,36326954,692,,KCH,,Hot,,9,2024-03-28,245,2024-06-04,92,2024-07-18,,,,,,Matched,Direct,258383482,,6392,彼,1919,,,68
0,,株式会社山崎運輸,Customer,,,,福井県,,Japan,,,福井県,,Japan,070-2060-8926,080-3653-4730,16081,http://endo.net/,6853,Healthcare,4376930,3984,,daZ,,Cold,,174,2024-07-18,64,2024-04-19,118,2024-06-14,,,,,,Matched,Web,485196347,,8896,管理する,1974,,,69
0,,山口運輸合同会社,Customer,,,,大阪府,,Japan,,,大阪府,,Japan,090-5832-3042,30-4301-3023,34047,https://saito.jp/,3795,Technology,4507140,2791,,GOx,,Cold,,70,2024-03-02,44,2024-01-07,9,2024-03-15,,,,,,Matched,Referral,707738202,,7139,ヒット,1936,,,70
0,,前田銀行合同会社,Partner,,,,山梨県,,Japan,,,山梨県,,Japan,12-4689-1732,92-6592-3644,43456,http://www.sasaki.net/,5562,Technology,21930003,404,,KMX,,Warm,,168,2024-03-25,67,2024-04-02,201,2024-01-13,,,,,,NotMatched,Referral,926538409,,4926,サラダ,1939,,,71
0,,株式会社森運輸,Customer,,,,秋田県,,Japan,,,秋田県,,Japan,090-4961-7949,080-8395-0882,74012,http://okamoto.net/,9651,Healthcare,33287940,3971,,acH,,Hot,,124,2024-04-28,71,2024-06-11,2,2024-06-20,,,,,,Pending,Direct,142653945,,1748,ジャーナル,1965,,,72
0,,福田建設合同会社,Partner,,,,東京都,,Japan,,,東京都,,Japan,75-0223-7137,56-9073-5525,31681,https://fujii.jp/,1364,Healthcare,47493232,2532,,dBR,,Cold,,35,2024-06-11,119,2024-01-07,187,2024-06-02,,,,,,NotMatched,Partner,566521484,,3040,建築,1958,,,73
0,,株式会社石川通信,Partner,,,,佐賀県,,Japan,,,佐賀県,,Japan,39-1449-4525,080-7234-6158,94006,https://kimura.jp/,4235,Technology,30002820,4373,,tYy,,Warm,,73,2024-05-08,98,2024-01-10,198,2024-02-23,,,,,,NotMatched,Partner,244437007,,5460,舗装,1928,,,74
0,,有限会社藤田鉱業,Customer,,,,愛媛県,,Japan,,,愛媛県,,Japan,070-1660-6623,080-9833-8125,21733,http://www.ikeda.jp/,4508,Retail,13470084,1673,,BNQ,,Hot,,122,2024-02-19,53,2024-01-18,35,2024-07-12,,,,,,Pending,Referral,159510371,,7163,溝,1941,,,75
0,,佐々木電気合同会社,Partner,,,,鳥取県,,Japan,,,鳥取県,,Japan,070-0586-6372,75-9468-2763,81608,http://fujiwara.org/,3764,Healthcare,9532145,2462,,nSo,,Warm,,97,2024-01-05,125,2024-06-30,237,2024-06-16,,,,,,Matched,Referral,586195481,,4776,スペル,1978,,,76
0,,有限会社藤田銀行,Customer,,,,埼玉県,,Japan,,,埼玉県,,Japan,070-1732-6506,090-2568-3482,75080,http://www.saito.com/,5366,Technology,49701979,86,,qgt,,Hot,,233,2024-07-03,25,2024-04-04,81,2024-07-31,,,,,,Pending,Direct,548111362,,4508,トレーナー,1998,,,77
0,,合同会社斎藤農林,Customer,,,,佐賀県,,Japan,,,佐賀県,,Japan,080-1452-7346,070-7874-3002,68815,http://www.aoki.jp/,1631,Technology,6005368,4426,,ZOK,,Hot,,169,2024-03-14,26,2024-07-12,198,2024-01-15,,,,,,Pending,Partner,520080107,,9308,癌,1933,,,78
0,,佐藤保険株式会社,Customer,,,,佐賀県,,Japan,,,佐賀県,,Japan,080-7575-1839,080-6919-4970,99059,https://ota.com/,6134,Finance,49367187,1894,,hko,,Hot,,85,2024-06-10,154,2024-02-07,228,2024-04-27,,,,,,NotMatched,Referral,504716445,,4639,キャビン,1941,,,79
0,,株式会社松田農林,Customer,,,,長野県,,Japan,,,長野県,,Japan,080-6217-3296,080-5440-7428,42007,http://www.tanaka.com/,1384,Finance,16497641,4270,,SNM,,Cold,,126,2024-05-20,245,2024-06-10,122,2024-03-31,,,,,,NotMatched,Partner,164410181,,6698,オークション,1972,,,80
0,,吉田印刷有限会社,Customer,,,,栃木県,,Japan,,,栃木県,,Japan,070-5238-5220,87-2035-7255,33677,http://www.fujii.org/,2469,Finance,33929324,767,,nWu,,Hot,,177,2024-01-14,246,2024-05-04,20,2024-01-11,,,,,,NotMatched,Direct,864921184,,9103,運,1989,,,81
0,,長谷川農林有限会社,Partner,,,,富山県,,Japan,,,富山県,,Japan,070-3433-7390,080-1638-6832,48340,https://maeda.org/,9694,Technology,28860700,3614,,laG,,Warm,,260,2024-02-29,16,2024-01-12,161,2024-04-26,,,,,,Matched,Partner,767311507,,7466,通行料金,1920,,,82
0,,有限会社福田建設,Customer,,,,徳島県,,Japan,,,徳島県,,Japan,080-6782-3399,070-8585-6795,56078,http://fujita.com/,7923,Finance,34911848,1416,,ueI,,Cold,,5,2024-05-09,49,2024-01-26,74,2024-04-18,,,,,,Matched,Partner,538934264,,2260,ホイール,1985,,,83
0,,合同会社阿部水産,Customer,,,,北海道,,Japan,,,北海道,,Japan,090-0255-9292,070-2657-3242,27912,https://www.suzuki.org/,4195,Retail,42023491,3140,,DhR,,Hot,,233,2024-02-02,69,2024-05-04,95,2024-05-13,,,,,,NotMatched,Referral,661075817,,7185,リニア,1913,,,84
0,,中島農林合同会社,Customer,,,,鳥取県,,Japan,,,鳥取県,,Japan,96-3934-8623,090-1403-5412,49632,https://www.yamazaki.jp/,5994,Healthcare,13056169,4724,,oJH,,Warm,,245,2024-06-11,5,2024-05-20,147,2024-07-25,,,,,,Matched,Direct,602273198,,9551,移動,1924,,,85
